shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
Route_11,43.4397256700516,-3.88841548188796,228,8940
Route_11,43.4396631273278,-3.88835278155877,229,8949
Route_11,43.4396370775955,-3.88822883043783,230,8959
Route_11,43.4396561399956,-3.88809318244615,231,8970
Route_11,43.4396928248679,-3.88800722015599,232,8979
Route_11,43.4397562315499,-3.88795871967864,233,8987
Route_11,43.4398736577539,-3.88791100927,234,9000
Route_11,43.4399460676522,-3.88786264023832,235,9009
Route_11,43.4401451947676,-3.88772962481182,236,9034
Route_11,43.4405603124114,-3.88645054937577,237,9147
Route_11,43.4407450705423,-3.88584774401305,238,9200
Route_11,43.4409029114115,-3.88523218517305,239,9253
Route_11,43.4410247359373,-3.88461609823736,240,9304
Route_11,43.4411943436664,-3.88364234282404,241,9385
Route_11,43.4414568372034,-3.8822992118787,242,9498
Route_11,43.4416350475451,-3.88137499754391,243,9575
Route_11,43.4418162822276,-3.8804229956135,244,9655
Route_13,43.4700768109233,-3.80610079522815,245,30
Route_13,43.469923421563,-3.80742161564314,246,138
Route_13,43.4698564673029,-3.80797706628801,247,184
Route_13,43.469731641601,-3.80907572194718,248,274
Route_13,43.4696739453756,-3.80959420324653,249,316
Route_13,43.4696455342502,-3.80979163378043,250,333
Route_13,43.4695894994392,-3.81007523687079,251,356
Route_13,43.4696700919426,-3.81013812913079,252,367
Route_13,43.4696966640623,-3.81020029977487,253,373
Route_13,43.469704966497,-3.81029931573233,254,381
Route_13,43.4696772552829,-3.81039785040945,255,389
Route_13,43.4696408911675,-3.8104468168798,256,395
Route_13,43.4695597730096,-3.81045809580737,257,404
Route_13,43.4694880088016,-3.81042004739218,258,412
Route_13,43.4694435176473,-3.81034527432592,259,420
Route_13,43.4694353904835,-3.81022153498505,260,430
Route_13,43.4694811959326,-3.81011087927374,261,441
Route_13,43.4695534858728,-3.81007475575852,262,449
Route_13,43.4696280528611,-3.80971722164845,263,479
Route_13,43.4696856621342,-3.80921110282283,264,521
Route_13,43.4697922201661,-3.80814929426295,265,607
Route_13,43.4698973717459,-3.80728527392685,266,678
Route_13,43.4699933390042,-3.80644585481884,267,747
Route_13,43.4701742497007,-3.80505121647379,268,861
Route_13,43.470212700419,-3.80470555645638,269,890
Route_13,43.4701769478654,-3.80466799231022,270,895
Route_13,43.4701594631369,-3.80459358095146,271,901
Route_13,43.4701690755686,-3.804507165933,272,908
Route_13,43.4702055241618,-3.80444583336477,273,915
Route_13,43.4702686349756,-3.80443430739211,274,922
Route_13,43.4703442277465,-3.80392841660341,275,963
Route_13,43.4703544481403,-3.80375546644346,276,977
Route_13,43.4704012901585,-3.80349645865431,277,999
Route_13,43.4704469153849,-3.80341052027513,278,1008
Route_13,43.4706434537896,-3.80234987877608,279,1096
Route_13,43.4709709671785,-3.80058624811495,280,1243
Route_13,43.4710265458101,-3.80036444075424,281,1262
Route_13,43.4710727744762,-3.80019196323896,282,1277
Route_13,43.4710553733614,-3.80010518976137,283,1284
Route_13,43.471046802558,-3.80004325964807,284,1290
Route_13,43.4710743318784,-3.79996944242805,285,1296
Route_13,43.4711017746484,-3.79990798741408,286,1302
Route_13,43.4711291308879,-3.79985889462348,287,1307
Route_13,43.4712143984248,-3.79925421097925,288,1357
Route_13,43.4713168922377,-3.79876102365798,289,1398
Route_13,43.4714849107611,-3.79791015602508,290,1470
Route_13,43.4716160472841,-3.79718243404176,291,1530
Route_13,43.4717570438623,-3.79633120293691,292,1601
Route_13,43.4718699054169,-3.7956403251855,293,1658
Route_13,43.4718618483949,-3.79550422018503,294,1669
Route_13,43.4719175892276,-3.79525767986869,295,1690
Route_13,43.4719454594458,-3.79513440953794,296,1701
Route_13,43.4719374018224,-3.79499830442616,297,1712
Route_13,43.4719558385193,-3.79493672821386,298,1717
Route_13,43.4719921960643,-3.79488775049751,299,1723
Route_13,43.4720283816715,-3.79486349767773,300,1727
Route_13,43.4721686740752,-3.7941111552248,301,1790
Route_13,43.4721083117072,-3.79372709240262,302,1822
Route_13,43.4720551494675,-3.79360276036685,303,1833
Route_13,43.4719833795392,-3.79356473020623,304,1842
Route_13,43.4719386198697,-3.79352705363093,305,1848
Route_13,43.4717765582295,-3.79352493267283,306,1866
Route_13,43.4717223660499,-3.79354895052912,307,1872
Route_13,43.4715236899557,-3.79363289484755,308,1895
Route_13,43.4713427631366,-3.79375416136269,309,1918
Route_13,43.4705207039746,-3.79413902562353,310,2014
Route_13,43.4695082826043,-3.7947068317037,311,2136
Route_13,43.4682335549224,-3.79544425866968,312,2289
Route_13,43.4666604178112,-3.7963631749173,313,2479
Route_13,43.4660457731265,-3.7967012504529,314,2553
