stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
10497,PA41,PLAZA AYUNTAMIENTO,Parada,43.4615990432387,-3.81008718285374,,,,,Europe/Madrid
10753,PA42,JESUS DE MONASTERIO 12,Parada,43.4617636050236,-3.81273091163436,,,,,Europe/Madrid
11009,PA43,SAN FERNANDO 22,Parada,43.4603439263986,-3.81977706808184,,,,,Europe/Madrid
11265,PA44,SAN FERNANDO 66,Parada,43.4591647872311,-3.82417696851699,,,,,Europe/Madrid
11521,PA45,AVENIDA DE VALDECILLA,Parada,43.4574790013012,-3.83032498785678,,,,,Europe/Madrid
131073,PA512,INTERCAMBIADOR AVENIDA VALDECILLA,Parada,43.4567567776573,-3.8315626465784,,,,,Europe/Madrid
11777,PA46,TORRES QUEVEDO 22,Parada,43.457251052785,-3.83711017815264,,,,,Europe/Madrid
12033,PA47,PLAZA MANUEL LLANO,Parada,43.4581465033851,-3.84062273337691,,,,,Europe/Madrid
12289,PA48,JOSE MARIA COSSIO 12,Parada,43.4597736294284,-3.84141055764879,,,,,Europe/Madrid
12545,PA49,JOSE MARIA COSSIO 24,Parada,43.4597565477049,-3.84343531530495,,,,,Europe/Madrid
12801,PA50,JOSE MARIA COSSIO 44,Parada,43.4593976856933,-3.84654740434515,,,,,Europe/Madrid
13057,PA51,JOSE MARIA COSSIO 52,Parada,43.4590843903962,-3.84849569255815,,,,,Europe/Madrid
13313,PA52,LOS CIRUELOS 26,Parada,43.4583599310455,-3.85235375089988,,,,,Europe/Madrid
13569,PA53,INSTITUTO ALISAL,Parada,43.4577231465112,-3.85563274423038,,,,,Europe/Madrid
87553,PA342,CARREFOUR ALISAL,Parada,43.4561995199228,-3.86123472776927,,,,,Europe/Madrid
87297,PA341,DECATHLON,Parada,43.4551729802489,-3.8639507612575,,,,,Europe/Madrid
116481,PA455,JOAQUIN RODRIGO 10,Parada,43.4545321836378,-3.86565992710969,,,,,Europe/Madrid
125185,PA489,ALBERT EINSTEIN 14,Parada,43.4529454081933,-3.86994785749337,,,,,Europe/Madrid
124929,PA488,PCTCAN-UNEATLANTICO,Parada,43.4512601264004,-3.87677782426401,,,,,Europe/Madrid
124673,PA487,PCTCAN 3,Parada,43.4503107327038,-3.87437742766303,,,,,Europe/Madrid
116225,PA454,PCTCAN 1,Parada,43.4527219063465,-3.86994996756204,,,,,Europe/Madrid
86529,PA338,GLORIETA DE ADARZO,Parada,43.4544582631958,-3.86545715700647,,,,,Europe/Madrid
87809,PA343,JOAQUIN RODRIGO,Parada,43.456133542221,-3.86104035160623,,,,,Europe/Madrid
257,PA1,LOS CIRUELOS 47,Parada,43.4575713205044,-3.8554662061835,,,,,Europe/Madrid
513,PA2,LOS CIRUELOS 27,Parada,43.4581501063009,-3.85238133379179,,,,,Europe/Madrid
